full_name,registered_year,engine_capacity [cc],insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power [hp],seats,mileage [kmkg],body_type,city,resale_price [USD]
Hyundai i20,2019,1197,First,Manual,36000.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Bangalore,9540.0
Audi A6,2007,2995,First,Automatic,89000.0,Second Owner,Petrol,290,5.0,12.266666666666666,Sedan,Bangalore,9300.0
Mercedes-Benz A,2014,2143,Third Party,Automatic,62000.0,Fourth Owner,Diesel,100,5.0,23.529411764705884,Hatchback,Bangalore,11400.0
Skoda Rapid,2015,1498,First,Automatic,125000.0,Third Owner,Diesel,100,5.0,25.482352941176472,Sedan,Bangalore,6540.0
Hyundai i20,2017,1197,Third Party,Manual,26050.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Bangalore,8700.0
Maruti Swift,2021,1197,First,Manual,9429.0,First Owner,Petrol,80,5.0,29.333333333333332,Hatchback,Bangalore,8916.0
Tata Nano,2016,624,Third Party,Automatic,69373.0,First Owner,Petrol,30,4.0,33.86666666666667,Hatchback,Bangalore,3420.0
Skoda Rapid,2016,1598,First,Automatic,77483.0,First Owner,Petrol,100,5.0,19.066666666666666,Sedan,Bangalore,8700.0
Jeep Compass,2018,1368,First,Automatic,55000.0,First Owner,Petrol,160,5.0,21.333333333333332,SUV,Bangalore,18300.0
Hyundai Creta,2019,1591,First,Manual,32000.0,First Owner,Petrol,120,5.0,21.066666666666666,SUV,Bangalore,17400.0
Honda Jazz,2016,1199,First,Manual,35302.0,First Owner,Petrol,80,5.0,24.933333333333334,Hatchback,Bangalore,7920.0
Maruti Ritz,2009,1197,First,Manual,65000.0,Third Owner,Petrol,80,5.0,28.133333333333336,Hatchback,Bangalore,3840.0
Hyundai Verna,2017,1591,First,Manual,67443.0,First Owner,Petrol,120,5.0,22.680000000000003,Sedan,Bangalore,10188.0
Hyundai Verna,2019,1591,Third Party,Automatic,21860.0,First Owner,Petrol,120,5.0,22.666666666666668,Sedan,Bangalore,14100.0
Maruti Ertiga,2020,1462,First,Automatic,27100.0,First Owner,Petrol,100,7.0,23.986666666666665,MUV,Bangalore,14100.0
Kia Carnival,2020,2199,First,Automatic,42885.0,First Owner,Diesel,190,7.0,16.6,MUV,Bangalore,35700.0
Tata Altroz,2022,1199,First,Manual,9777.0,First Owner,Petrol,80,5.0,25.77333333333333,Hatchback,Bangalore,11339.999999999998
Ford Endeavour,2017,3198,First,Automatic,81000.0,Second Owner,Diesel,190,7.0,12.83529411764706,SUV,Bangalore,34500.0
Land Rover,2019,2993,First,Automatic,17000.0,First Owner,Diesel,290,5.0,14.882352941176471,SUV,Bangalore,199200.0
Audi Q7,2017,2967,First,Automatic,79000.0,First Owner,Diesel,240,7.0,17.352941176470587,SUV,Bangalore,69600.0
Volkswagen Polo,2016,1498,First,Manual,60875.0,First Owner,Diesel,80,5.0,23.694117647058825,Hatchback,Bangalore,8700.0
Maruti Swift,2018,1197,First,Manual,24288.0,First Owner,Petrol,80,5.0,29.333333333333332,Hatchback,Bangalore,8700.0
Honda Brio,2018,1198,First,Manual,26633.0,First Owner,Petrol,80,5.0,24.666666666666668,Hatchback,Bangalore,6300.0
Kia Seltos,2020,1353,First,Automatic,9000.0,First Owner,Petrol,130,5.0,22.0,SUV,Bangalore,20640.0
Porsche Cayenne,2013,2967,First,Automatic,80000.0,First Owner,Diesel,240,5.0,17.823529411764707,SUV,Bangalore,41400.0
Land Rover,2019,1999,First,Automatic,34000.0,First Owner,Diesel,170,5.0,18.44705882352941,SUV,Bangalore,59100.0
Maruti Baleno,2018,1197,Third Party,Manual,50027.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Bangalore,9180.0
Mahindra Thar,2018,2498,First,Manual,32000.0,Second Owner,Diesel,100,6.0,19.47058823529412,SUV,Bangalore,11700.0
Toyota Innova,2018,2755,First,Automatic,86000.0,Second Owner,Diesel,170,7.0,13.364705882352942,MUV,Bangalore,24600.0
Fiat Punto,2012,1248,First,Manual,41000.0,Second Owner,Diesel,70,5.0,23.88235294117647,Hatchback,Bangalore,3960.0
Maruti SX4,2012,1248,First,Manual,174398.0,First Owner,Diesel,80,5.0,25.294117647058822,Sedan,Bangalore,4020.0
Hyundai Creta,2016,1591,Third Party,Manual,35715.0,First Owner,Petrol,120,5.0,20.386666666666667,SUV,Bangalore,11388.0
Hyundai Verna,2012,1582,Third Party,Manual,99101.0,First Owner,Diesel,120,5.0,26.258823529411767,Sedan,Bangalore,6780.0
Maruti Wagon,2017,998,Third Party,Automatic,22068.0,Second Owner,Petrol,60,5.0,27.346666666666668,Hatchback,Bangalore,6119.999999999999
Mercedes-Benz GL-Class,2014,2987,First,Automatic,81000.0,Second Owner,Diesel,250,7.0,13.294117647058824,SUV,Bangalore,51600.0
Maruti SX4,2018,1248,First,Manual,98000.0,First Owner,Diesel,80,5.0,29.529411764705884,SUV,Bangalore,11100.0
Maruti XL6,2021,1462,First,Manual,53000.0,First Owner,Petrol,100,6.0,25.346666666666668,MUV,Bangalore,15156.0
BMW 3,2017,1995,First,Automatic,140000.0,First Owner,Diesel,180,5.0,25.6,Sedan,Bangalore,34200.0
Maruti Wagon,2019,1197,First,Automatic,30000.0,First Owner,Petrol,80,5.0,27.36,Hatchback,Bangalore,7500.0
Maruti Alto,2013,998,First,Manual,94000.0,Second Owner,Petrol,60,5.0,27.893333333333334,Hatchback,Bangalore,3420.0
Ford Freestyle,2018,1194,First,Manual,43169.0,First Owner,Petrol,90,5.0,25.333333333333332,Hatchback,Bangalore,7980.0
Ford Ecosport,2015,1499,First,Automatic,55198.0,Second Owner,Petrol,110,5.0,22.0,SUV,Bangalore,8388.0
Kia Carens,2022,1353,First,Manual,7437.0,First Owner,Petrol,130,7.0,21.599999999999998,MUV,Bangalore,21000.0
Hyundai Creta,2016,1582,First,Manual,56000.0,First Owner,Diesel,120,5.0,24.11764705882353,SUV,Bangalore,12600.0
Mahindra Thar,2022,2184,First,Manual,9000.0,First Owner,Diesel,130,4.0,17.88235294117647,SUV,Bangalore,21300.0
Maruti Swift,2019,1248,Third Party,Automatic,49000.0,First Owner,Diesel,70,5.0,33.411764705882355,Sedan,Bangalore,10560.000000000002
Hyundai Tucson,2017,1995,First,Automatic,51000.0,First Owner,Diesel,180,5.0,19.270588235294117,SUV,Bangalore,17880.0
Maruti Swift,2019,1197,First,Manual,54000.0,First Owner,Petrol,80,5.0,29.333333333333332,Sedan,Bangalore,9300.0
Maruti Ertiga,2018,1462,Third Party,Manual,55000.0,First Owner,Petrol,100,7.0,25.786666666666665,MUV,Bangalore,10500.0
Maruti Alto,2017,998,Third Party,Manual,56000.0,First Owner,Petrol,60,5.0,31.933333333333334,Hatchback,Bangalore,4380.0
Mahindra XUV500,2019,2179,Third Party,Manual,80000.0,First Owner,Diesel,150,7.0,17.764705882352942,SUV,Bangalore,19800.0
Hyundai Creta,2015,1582,First,Manual,49526.0,Second Owner,Diesel,120,5.0,23.14117647058824,SUV,Bangalore,11820.0
Maruti Alto,2019,998,First,Automatic,14996.0,First Owner,Petrol,60,5.0,31.933333333333334,Hatchback,Bangalore,5819.999999999999
Ford Ecosport,2014,1498,First,Manual,78000.0,First Owner,Diesel,80,5.0,26.705882352941178,SUV,Bangalore,7980.0
Mahindra XUV500,2015,2179,First,Manual,29000.0,Second Owner,Diesel,140,7.0,18.823529411764707,SUV,Bangalore,16200.0
Hyundai Venue,2020,998,First,Automatic,26000.0,First Owner,Petrol,110,5.0,24.2,SUV,Bangalore,15300.0
Fiat Punto,2012,1248,First,Manual,126830.0,Second Owner,Diesel,70,5.0,23.88235294117647,Hatchback,Bangalore,4140.0
BMW X1,2015,1995,First,Automatic,33000.0,Second Owner,Diesel,190,5.0,24.32941176470588,SUV,Bangalore,17700.0
Renault Duster,2019,1498,First,Automatic,61000.0,Second Owner,Petrol,100,5.0,18.533333333333335,SUV,Bangalore,11100.0
BMW X1,2021,1995,First,Automatic,17000.0,Second Owner,Diesel,180,5.0,23.082352941176474,SUV,Bangalore,49800.0
Kia Seltos,2020,1353,First,Manual,14000.0,First Owner,Petrol,130,5.0,22.0,SUV,Bangalore,20940.0
Mercedes-Benz E-Class,2011,2143,First,Automatic,11000.0,Second Owner,Diesel,200,5.0,16.71764705882353,Sedan,Bangalore,25800.0
Kia Seltos,2019,1353,First,Automatic,19000.0,First Owner,Petrol,130,5.0,22.0,SUV,Bangalore,20940.0
Honda City,2011,1497,First,Manual,47745.0,First Owner,Petrol,110,5.0,22.400000000000002,Sedan,Bangalore,4620.0
Toyota Corolla,2009,1794,First,Automatic,117000.0,Second Owner,Petrol,130,5.0,19.37333333333333,Sedan,Bangalore,5100.0
MG Astor,2022,1498,First,Manual,9289.0,First Owner,Petrol,100,5.0,20.573333333333334,SUV,Bangalore,17940.0
Audi A6,2012,1968,First,Automatic,87000.0,Third Owner,Diesel,170,5.0,20.8,Sedan,Bangalore,13200.0
Hyundai i10,2012,1086,First,Manual,51234.0,First Owner,Petrol,60,5.0,26.41333333333333,Hatchback,Bangalore,4620.0
Hyundai Creta,2017,1591,First,Manual,33000.0,Second Owner,Petrol,120,5.0,21.066666666666666,SUV,Bangalore,10800.0
Hyundai Verna,2018,1591,First,Manual,8000.0,First Owner,Petrol,120,5.0,22.666666666666668,Sedan,Bangalore,11700.0
Volkswagen T-Roc,2020,1498,Third Party,Automatic,42000.0,First Owner,Petrol,140,5.0,24.53333333333333,SUV,Bangalore,27000.0
Mahindra XUV500,2015,2179,First,Manual,76000.0,First Owner,Diesel,140,7.0,18.823529411764707,SUV,Bangalore,12480.0
Maruti Swift,2008,1197,First,Manual,63000.0,First Owner,Petrol,80,5.0,21.46666666666667,Hatchback,Bangalore,3840.0
Honda City,2013,1497,First,Automatic,42000.0,Second Owner,Petrol,110,5.0,22.400000000000002,Sedan,Bangalore,5940.0
Maruti Baleno,2018,998,First,Manual,57000.0,First Owner,Petrol,100,5.0,28.133333333333336,Hatchback,Bangalore,9480.0
Honda Jazz,2018,1199,First,Manual,29000.0,First Owner,Petrol,80,5.0,24.933333333333334,Hatchback,Bangalore,8280.0
Mahindra XUV500,2019,2179,First,Manual,53000.0,First Owner,Diesel,150,7.0,17.764705882352942,SUV,Bangalore,21600.0
Mahindra TUV,2017,1493,First,Manual,23000.0,First Owner,Diesel,100,7.0,21.752941176470586,SUV,Bangalore,10680.0
Hyundai i20,2017,1197,First,Manual,50000.0,Second Owner,Petrol,80,5.0,24.8,Hatchback,Bangalore,8280.0
Volkswagen Polo,2016,1197,First,Automatic,68000.0,First Owner,Petrol,100,5.0,22.94666666666667,Hatchback,Bangalore,9540.0
Hyundai Creta,2019,1582,First,Automatic,56000.0,First Owner,Diesel,120,5.0,20.705882352941178,SUV,Bangalore,18900.0
Kia Seltos,2020,1353,First,Automatic,19000.0,First Owner,Petrol,130,5.0,22.0,SUV,Bangalore,21300.0
Mahindra XUV500,2017,2179,First,Automatic,41000.0,First Owner,Diesel,130,7.0,18.823529411764707,SUV,Bangalore,17880.0
Honda City,2008,1497,First,Manual,80000.0,Second Owner,Petrol,70,5.0,23.599999999999998,Sedan,Bangalore,3300.0
Kia Seltos,2019,1493,First,Automatic,51000.0,First Owner,Diesel,110,5.0,21.176470588235293,SUV,Bangalore,20760.0
Volkswagen Polo,2017,1498,First,Manual,53000.0,First Owner,Diesel,80,5.0,23.694117647058825,Hatchback,Bangalore,10500.0
Hyundai i20,2018,1197,First,Manual,63754.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Bangalore,8940.0
Hyundai i10,2012,1086,First,Manual,51234.0,First Owner,LPG,60,5.0,34.54545454545454,Hatchback,Bangalore,4620.0
Maruti Celerio,2022,998,First,Automatic,5000.0,First Owner,Petrol,60,5.0,34.666666666666664,Hatchback,Bangalore,8700.0
Volkswagen Polo,2017,1498,First,Manual,50000.0,First Owner,Diesel,100,5.0,25.28235294117647,Hatchback,Bangalore,10680.0
Maruti XL6,2021,1462,First,Automatic,23000.0,First Owner,Petrol,100,6.0,23.986666666666665,MUV,Bangalore,16680.0
Ford Endeavour,2020,1996,First,Automatic,51000.0,Second Owner,Diesel,160,7.0,14.588235294117649,SUV,Bangalore,43200.0
Renault Kiger,2021,999,First,Manual,7672.0,First Owner,Petrol,90,5.0,27.333333333333332,SUV,Bangalore,9420.0
Ford Ecosport,2020,1497,First,Manual,52000.0,First Owner,Petrol,120,5.0,22.666666666666668,SUV,Bangalore,12900.0
BMW 5,2018,1995,First,Automatic,45000.0,Second Owner,Diesel,180,5.0,23.96470588235294,Sedan,Bangalore,54000.0
Porsche Macan,2017,1984,First,Automatic,41900.0,First Owner,Petrol,250,5.0,18.133333333333333,SUV,Bangalore,71700.0
Tata Tigor,2020,1199,Third Party,Automatic,39066.0,First Owner,Petrol,80,5.0,27.066666666666666,Sedan,Bangalore,9420.0
Volkswagen Polo,2016,1199,First,Manual,92000.0,Second Owner,Petrol,70,5.0,21.599999999999998,Hatchback,Bangalore,7740.0
Honda Jazz,2017,1199,First,Manual,39452.0,First Owner,Petrol,80,5.0,24.933333333333334,Hatchback,Bangalore,7140.0
Renault Triber,2020,999,First,Manual,20796.0,First Owner,Petrol,70,7.0,26.666666666666668,MUV,Bangalore,8700.0
Tata Altroz,2022,1199,First,Manual,7767.0,First Owner,Petrol,80,5.0,24.706666666666667,Hatchback,Bangalore,10500.0
Renault KWID,2017,799,Third Party,Manual,10230.0,First Owner,Petrol,50,5.0,33.56,Hatchback,Bangalore,4812.0
Mahindra Scorpio,2022,2179,Third Party,Manual,34925.0,First Owner,Diesel,130,7.0,18.11764705882353,SUV,Bangalore,19704.000000000004
Ford Ecosport,2019,1498,First,Manual,69000.0,First Owner,Diesel,90,5.0,25.52941176470588,SUV,Bangalore,10380.0
Volkswagen Polo,2016,1498,Third Party,Manual,73000.0,First Owner,Diesel,80,5.0,23.694117647058825,Hatchback,Bangalore,8100.0
Ford Figo,2018,1499,Third Party,Automatic,57000.0,Second Owner,Petrol,110,5.0,22.680000000000003,Hatchback,Bangalore,6540.0
Tata Nexon,2020,1497,First,Manual,38000.0,Second Owner,Diesel,100,5.0,24.929411764705886,SUV,Bangalore,13140.0
Volkswagen Ameo,2016,1498,Third Party,Automatic,63000.0,First Owner,Diesel,100,5.0,25.88235294117647,Sedan,Bangalore,8220.0
Maruti Baleno,2017,1197,First,Automatic,15000.0,Second Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Bangalore,8700.0
Toyota Innova,2018,2393,First,Manual,32900.0,First Owner,Diesel,140,7.0,16.094117647058823,MUV,Bangalore,25200.0
Audi Q7,2017,4134,First,Automatic,73000.0,First Owner,Diesel,330,7.0,13.329411764705883,SUV,Bangalore,69600.0
Mercedes-Benz GLC,2019,2143,First,Automatic,50000.0,First Owner,Diesel,170,5.0,21.058823529411764,SUV,Bangalore,54000.0
Maruti Alto,2018,796,Third Party,Manual,69107.0,First Owner,Petrol,40,5.0,32.93333333333333,Hatchback,Bangalore,4800.0
Volvo XC,2018,1969,First,Automatic,76000.0,Second Owner,Diesel,230,7.0,20.235294117647058,SUV,Bangalore,65700.0
Maruti SX4,2016,1248,Third Party,Manual,60511.0,Second Owner,Diesel,80,5.0,27.823529411764707,SUV,Bangalore,8700.0
Maruti Alto,2018,796,Third Party,Manual,57998.0,First Owner,Petrol,40,5.0,32.93333333333333,Hatchback,Bangalore,4860.0
Skoda Rapid,2015,1498,Third Party,Automatic,127936.0,Second Owner,Diesel,100,5.0,25.482352941176472,Sedan,Bangalore,6780.0
Maruti Alto,2015,796,First,Manual,34326.0,Second Owner,Petrol,40,5.0,30.319999999999997,Hatchback,Bangalore,3780.0
Volkswagen Ameo,2017,1498,First,Automatic,97395.0,First Owner,Diesel,100,5.0,25.88235294117647,Sedan,Bangalore,8100.0
Maruti Ciaz,2016,1373,Third Party,Manual,55966.0,First Owner,Petrol,90,5.0,27.64,Sedan,Bangalore,7740.0
Maruti Swift,2018,1197,Third Party,Automatic,52116.0,First Owner,Petrol,80,5.0,29.333333333333332,Hatchback,Bangalore,8940.0
Maruti Ignis,2017,1197,Third Party,Manual,37950.0,First Owner,Petrol,80,5.0,27.853333333333335,Hatchback,Bangalore,7020.0
Maruti Ertiga,2014,1373,Third Party,Manual,47193.0,Second Owner,Petrol,90,7.0,21.36,MUV,Bangalore,8220.0
Hyundai EON,2014,814,First,Manual,27687.0,Second Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Bangalore,3588.0
Hyundai Xcent,2014,1197,Third Party,Manual,76444.0,First Owner,Petrol,80,5.0,25.46666666666667,Sedan,Bangalore,4800.0
Tata Punch,2021,1199,Third Party,Manual,13221.0,First Owner,Petrol,80,5.0,26.786666666666665,SUV,Bangalore,10139.999999999998
Maruti Ertiga,2013,1373,First,Manual,67471.0,Second Owner,Petrol,90,7.0,21.36,MUV,Bangalore,7740.0
Hyundai Grand,2015,1197,First,Automatic,46423.0,First Owner,Petrol,80,5.0,25.2,Hatchback,Bangalore,6780.0
Hyundai i20,2021,998,First,Manual,6300.0,Second Owner,Petrol,110,5.0,26.666666666666668,Hatchback,Bangalore,10200.0
Honda CR-V,2012,2354,First,Automatic,85565.0,Second Owner,Petrol,180,5.0,16.0,SUV,Bangalore,11220.0
Kia Carnival,2020,2199,First,Automatic,73517.0,First Owner,Diesel,190,7.0,16.6,MUV,Bangalore,38400.0
Maruti SX4,2010,1586,Third Party,Manual,39000.0,First Owner,Petrol,100,5.0,20.666666666666668,Sedan,Bangalore,3900.0
Maruti Celerio,2017,998,Third Party,Automatic,23993.0,Second Owner,Petrol,60,5.0,28.84,Hatchback,Bangalore,6540.0
Renault Captur,2018,1461,First,Manual,46071.0,First Owner,Diesel,100,5.0,23.96470588235294,SUV,Bangalore,11388.0
Hyundai Verna,2012,1582,Third Party,Manual,62771.0,First Owner,Diesel,120,5.0,26.258823529411767,Sedan,Bangalore,6780.0
Maruti Swift,2016,1197,Third Party,Manual,33647.0,First Owner,Petrol,80,5.0,28.28,Hatchback,Bangalore,7020.0
Mahindra XUV500,2019,2179,Third Party,Manual,40562.0,Second Owner,Diesel,150,7.0,17.764705882352942,SUV,Bangalore,20016.0
Hyundai Grand,2018,1197,First,Manual,8752.0,First Owner,Petrol,80,5.0,25.2,Hatchback,Bangalore,7860.0
Maruti Baleno,2017,1197,Third Party,Automatic,27015.0,Second Owner,Petrol,80,5.0,26.08,Hatchback,Bangalore,8988.0
Honda Jazz,2017,1199,First,Manual,36465.0,First Owner,Petrol,80,5.0,24.933333333333334,Hatchback,Bangalore,7740.0
Maruti SX4,2020,1462,First,Manual,50222.0,First Owner,Petrol,100,5.0,24.733333333333334,SUV,Bangalore,11939.999999999998
Maruti Ritz,2016,1248,First,Manual,40577.0,First Owner,Diesel,70,5.0,24.823529411764707,Hatchback,Bangalore,6420.0
Toyota Urban,2021,1462,First,Automatic,22207.0,First Owner,Petrol,100,5.0,25.013333333333335,SUV,Bangalore,14676.0
Toyota Fortuner,2014,2982,First,Automatic,66000.0,First Owner,Diesel,160,7.0,14.764705882352942,SUV,Bangalore,23400.0
Volkswagen Polo,2014,1498,First,Manual,58652.0,First Owner,Diesel,80,5.0,23.694117647058825,Hatchback,Bangalore,7980.0
Hyundai Verna,2014,1582,First,Manual,64000.0,Second Owner,Diesel,120,5.0,26.258823529411767,Sedan,Bangalore,7500.0
Volkswagen Vento,2015,1598,Third Party,Manual,80000.0,Third Owner,Petrol,100,5.0,21.453333333333333,Sedan,Bangalore,7140.0
BMW 3,2013,1995,First,Automatic,79000.0,Third Owner,Diesel,180,5.0,22.211764705882352,Sedan,Bangalore,12600.0
Renault Duster,2019,1498,First,Manual,31000.0,Second Owner,Petrol,100,5.0,19.986666666666668,SUV,Bangalore,10020.0
Renault Lodgy,2018,1461,First,Manual,71000.0,Second Owner,Diesel,80,8.0,24.75294117647059,MUV,Bangalore,9000.0
Mercedes-Benz CLA,2015,1991,First,Automatic,113000.0,Fourth Owner,Petrol,180,5.0,20.05333333333333,Sedan,Bangalore,20100.0
Skoda Rapid,2015,1498,First,Automatic,122000.0,Third Owner,Diesel,100,5.0,25.482352941176472,Sedan,Bangalore,6900.0
Renault Pulse,2013,1198,First,Manual,43000.0,Second Owner,Petrol,70,5.0,24.08,Hatchback,Bangalore,3900.0
Maruti SX4,2013,1586,First,Manual,141000.0,First Owner,Petrol,100,5.0,20.8,Sedan,Bangalore,4740.0
Toyota Innova,2016,2494,First,Manual,80000.0,First Owner,Diesel,100,7.0,15.282352941176471,MUV,Bangalore,18600.0
Mahindra XUV500,2014,2179,Third Party,Manual,72102.0,Second Owner,Diesel,140,7.0,17.764705882352942,SUV,Bangalore,10020.0
Hyundai i10,2013,1197,First,Manual,79000.0,First Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Bangalore,4740.0
Toyota Innova,2016,2494,First,Manual,129000.0,First Owner,Diesel,100,8.0,15.282352941176471,MUV,Bangalore,15960.0
Skoda Rapid,2013,1598,Third Party,Manual,37949.0,First Owner,Diesel,100,5.0,24.11764705882353,Sedan,Bangalore,7800.0
Mahindra XUV500,2014,2179,First,Manual,59618.0,First Owner,Diesel,140,7.0,18.823529411764707,SUV,Bangalore,10739.999999999998
Nissan Micra,2016,1198,Third Party,Manual,17512.0,Second Owner,Petrol,70,5.0,24.58666666666667,Hatchback,Bangalore,4680.0
Honda Brio,2014,1198,First,Automatic,65000.0,Second Owner,Petrol,80,5.0,22.0,Hatchback,Bangalore,4740.0
Mercedes-Benz A,2013,1595,First,Automatic,34500.0,Third Owner,Petrol,120,5.0,20.666666666666668,Hatchback,Bangalore,17400.0
Ford Figo,2011,1399,First,Manual,110000.0,First Owner,Diesel,60,5.0,23.529411764705884,Hatchback,Bangalore,2820.0
BMW 5,2009,2993,First,Automatic,59000.0,Second Owner,Diesel,230,5.0,13.529411764705882,Sedan,Bangalore,8388.0
Tata Tiago,2019,1199,First,Manual,69000.0,Second Owner,Petrol,80,5.0,31.786666666666665,Hatchback,Bangalore,5580.000000000001
Nissan Micra,2010,1198,First,Manual,44824.0,Second Owner,Petrol,70,5.0,24.08,Hatchback,Bangalore,4680.0
Volkswagen Polo,2013,1199,First,Manual,75046.0,First Owner,Diesel,70,5.0,25.96470588235294,Hatchback,Bangalore,5700.0
Mahindra Scorpio,2022,2179,First,Manual,4000.0,First Owner,Diesel,130,7.0,18.11764705882353,SUV,Bangalore,22800.0
Maruti SX4,2007,1586,First,Manual,38000.0,Second Owner,Petrol,100,5.0,20.666666666666668,Sedan,Bangalore,4200.0
Hyundai Verna,2018,1591,First,Manual,69000.0,First Owner,Petrol,120,5.0,22.666666666666668,Sedan,Bangalore,11700.0
Mercedes-Benz A,2016,2143,Third Party,Automatic,87000.0,First Owner,Diesel,100,5.0,23.529411764705884,Hatchback,Bangalore,18600.0
Maruti Swift,2021,1197,First,Manual,36000.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Bangalore,8520.0
Maruti Baleno,2016,1248,Third Party,Manual,43048.0,First Owner,Diesel,70,5.0,32.22352941176471,Hatchback,Bangalore,8388.0
Jeep Compass,2018,1368,First,Automatic,33000.0,First Owner,Petrol,160,5.0,21.333333333333332,SUV,Bangalore,21300.0
Maruti Ciaz,2015,1373,Third Party,Manual,74854.0,Second Owner,Petrol,90,5.0,27.64,Sedan,Bangalore,7080.0
BMW 3,2016,1995,First,Automatic,68000.0,Second Owner,Diesel,190,5.0,26.694117647058825,Sedan,Bangalore,27300.0
Mercedes-Benz B,2016,2147,First,Automatic,42000.0,Second Owner,Diesel,100,5.0,17.647058823529413,Hatchback,Bangalore,21000.0
Maruti Baleno,2019,1197,Third Party,Manual,59861.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Bangalore,8292.0
Kia Seltos,2019,1493,First,Manual,36867.0,First Owner,Diesel,110,5.0,24.47058823529412,SUV,Bangalore,17340.0
Maruti Celerio,2016,998,First,Automatic,30937.0,First Owner,Petrol,60,5.0,30.8,Hatchback,Bangalore,5940.0
Hyundai Grand,2017,1197,First,Manual,35683.0,First Owner,Petrol,80,5.0,25.2,Hatchback,Bangalore,6684.0
Land Rover,2017,2995,First,Automatic,39000.0,Second Owner,Diesel,330,5.0,15.682352941176472,SUV,Bangalore,186000.0
Toyota Fortuner,2014,2982,First,Manual,117305.0,Second Owner,Diesel,160,7.0,15.294117647058824,SUV,Bangalore,21900.0
Mahindra XUV500,2014,2179,First,Manual,78698.0,First Owner,Diesel,140,7.0,17.764705882352942,SUV,Bangalore,11400.0
Renault KWID,2017,999,First,Manual,5407.0,First Owner,Petrol,60,5.0,30.680000000000003,Hatchback,Bangalore,4788.0
Hyundai i20,2012,1396,Third Party,Manual,86873.0,First Owner,Diesel,80,5.0,25.76470588235294,Hatchback,Bangalore,5819.999999999999
Hyundai i20,2018,1197,Third Party,Manual,3437.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Bangalore,10056.000000000002
Renault Duster,2017,1498,Third Party,Manual,42772.0,First Owner,Petrol,100,5.0,18.919999999999998,SUV,Bangalore,9060.0
Tata Tigor,2019,1047,Third Party,Manual,13099.0,First Owner,Diesel,60,5.0,29.058823529411764,Sedan,Bangalore,7500.0
Honda City,2017,1498,First,Manual,80562.0,First Owner,Diesel,90,5.0,30.117647058823533,Sedan,Bangalore,13200.0
Maruti Zen,2010,998,Third Party,Manual,79075.0,First Owner,Petrol,60,5.0,24.266666666666666,Hatchback,Bangalore,2520.0
Volkswagen Polo,2019,999,Third Party,Manual,55000.0,First Owner,Petrol,70,5.0,23.653333333333332,Hatchback,Bangalore,8244.0
Audi Q3,2015,1968,First,Automatic,108000.0,Third Owner,Diesel,170,5.0,18.50588235294118,SUV,Bangalore,20100.0
Mahindra Bolero,2022,1493,First,Manual,9000.0,First Owner,Diesel,90,7.0,20.341176470588234,SUV,Bangalore,13140.0
Mahindra Scorpio,2005,2179,First,Manual,125000.0,First Owner,Diesel,120,8.0,12.352941176470589,SUV,Bangalore,3300.0
Maruti Ertiga,2019,1373,First,Manual,45000.0,First Owner,Petrol,90,7.0,23.333333333333332,MUV,Bangalore,12900.0
Tata Tiago,2018,1199,First,Manual,58116.0,Second Owner,Petrol,80,5.0,31.786666666666665,Hatchback,Bangalore,6540.0
Tata Punch,2021,1199,Third Party,Manual,19125.0,First Owner,Petrol,80,5.0,26.786666666666665,SUV,Bangalore,9444.0
Honda Jazz,2018,1199,First,Manual,71165.0,Second Owner,Petrol,80,5.0,24.933333333333334,Hatchback,Bangalore,7644.0
Hyundai Venue,2021,998,First,Manual,23903.0,First Owner,Petrol,110,5.0,24.0,SUV,Bangalore,13344.0
Toyota Fortuner,2014,2982,Third Party,Automatic,81184.0,First Owner,Diesel,160,7.0,14.764705882352942,SUV,Bangalore,23387.999999999996
Hyundai Verna,2018,1591,Third Party,Manual,61208.0,First Owner,Petrol,120,5.0,22.666666666666668,Sedan,Bangalore,10788.0
Maruti Ciaz,2018,1373,First,Automatic,74952.0,First Owner,Petrol,90,5.0,25.493333333333336,Sedan,Bangalore,9600.0
Maruti Swift,2021,1197,First,Automatic,14703.0,First Owner,Petrol,80,5.0,30.08,Hatchback,Bangalore,9660.000000000002
Honda Brio,2013,1198,First,Manual,80000.0,First Owner,Petrol,80,5.0,25.866666666666664,Hatchback,Bangalore,4620.0
Honda Brio,2013,1198,First,Manual,34700.0,First Owner,Petrol,80,5.0,25.866666666666664,Hatchback,Bangalore,4680.0
Mercedes-Benz S-Class,2014,2987,First,Automatic,36000.0,Second Owner,Diesel,250,5.0,15.882352941176471,Sedan,Bangalore,58800.0
Toyota Land,2011,2982,First,Automatic,57001.0,Third Owner,Diesel,170,7.0,12.941176470588236,SUV,Bangalore,78900.0
